Introduction to the New Testament	Scriptures. The scriptures used by Jews in Jesus’s day were sometimes divided into three main categories. The Torah, also known as “the Law,” consisted of the five books of Moses (the first five books of the Old Testament). The Prophets referred to a collection of books by and about prophets and included the historical books from Joshua through 2 Kings as well as the books of Isaiah, Jeremiah, Ezekiel, and the 12 “minor prophets” (Hosea through Malachi). The Writings were a collection that included literary works (Psalms, Proverbs, and Job), “the five scrolls” (Song of Solomon, Ruth, Lamentations, Ecclesiastes, and Esther), the book of Daniel, and the historical books of 1 and 2 Chronicles.
Introduction to the New Testament	The Gospels Written as Testimonies of the Ministry and Atonement of Jesus Christ
Introduction to the New Testament	Elder Bruce R. McConkie (1915–85) of the Quorum of the Twelve Apostles summarized the contents of the New Testament: “The New Testament … recounts the fulfillment of the ancient promises; tells of the birth and ministry and atoning sacrifice of the Promised One; expounds the saving doctrines of his everlasting gospel; records the growth and expansion of the gospel cause in the meridian day; predicts the universal falling away from the faith once delivered to the saints; promises a glorious restoration of the gospel in the last days; and foretells, in graphic and dramatic imagery, the events preceding, attending, and succeeding the Second Coming of the Son of Man. Its chief purpose is to bear witness of Christ” (A New Witness for the Articles of Faith [1985], 392).
Introduction to the New Testament	The Gospels of Matthew, Mark, Luke, and John were written not as biographical sketches of Jesus Christ but as testimonies that He was the Messiah, the Son of God. Rather than revealing a day-to-day story of the life of Jesus Christ, the Gospels emphasize His atoning mission, as told in the context of His mortal life and ministry. The public ministry of Jesus Christ spanned about three years; however, the four Gospels relate information about a small number of specific days of the Savior’s life. John stated that the authors were selective in what they recorded (see John 21:25).
Introduction to the New Testament	Inasmuch as the Atonement of Jesus Christ is at the heart of our Heavenly Father’s plan for the redemption of His children, it is important to recognize the emphasis that Matthew, Mark, Luke, and John each gave to events of the Atonement—the suffering in Gethsemane, the Crucifixion, and the Resurrection of Jesus Christ. Through careful narrative, the inspired Gospel writers showed how these sacred events were central to Jesus Christ’s mortal ministry. And, as recorded by John, “These are written, that ye might believe that Jesus is the Christ, the Son of God; and that believing ye might have life through his name” (John 20:31).
Introduction to the New Testament	The first two rows on the overview chart show that Matthew, Mark, and Luke share much of the same content. “The records of Matthew, Mark, and Luke present a somewhat similar collection of materials and have considerable phraseology in common, as well as similar main points, and thus are sometimes labeled as the ‘Synoptic Gospels’ (meaning ‘see-alike’). Even so, each is unique and has much detail that is not shared by the others. John’s record is quite different from the other three in vocabulary, phraseology, and presentation of events” (Bible Dictionary, “Gospels”).
Introduction to the New Testament	The Canonization of New Testament Texts
Introduction to the New Testament	The earliest surviving New Testament text dated to the first half of the second century A.D. There are no surviving autographs of New Testament books—original manuscripts written by the author. The earliest full manuscripts of individual New Testament books date to around A.D. 200, while the earliest collections of all the books of the New Testament date to the fourth century.
Introduction to the New Testament	The Apostasy began to occur in the early Christian Church while the Apostles were still alive (see Acts 20:29–30; 1 Corinthians 1:10–13; Galatians 1:6–8; 2 Peter 2:1–3; 3 John 1:9–10; Jude 1:3–4, 18–19). After apostolic authority was taken from the earth through the deaths of the Apostles, which resulted in the loss of priesthood keys, the Apostasy accelerated, and diverse and competing groups of Christians claimed scriptural support for their beliefs. As debates over the authenticity and value of various texts intensified, Christians felt a need to gather together an accepted collection of authentic Christian writings. It was generally understood that some writings were authentic and others were questionable, with some being of greater value than others. In time, Christian leaders of the third and fourth centuries determined which texts would be included in the accepted canon of scripture—based on whether texts had known apostolic authority, continuous and widespread support among Christian communities, and an absence of false teachings. Using these criteria, in A.D. 367 Athanasius of Alexandria recommended a list of the 27 books currently in the New Testament. This collection was confirmed by the third council of Carthage in A.D. 397.
Introduction to the New Testament	From the first century, Christians began producing copies of New Testament texts in codex form—a “book” format with separate pages bound together—rather than scroll form, which had been the customary way to write Old Testament texts. This may have been a factor in the development of the collection of books now known as the Bible. The word Bible derives from the Greek biblia and literally means “books.” With a codex, a collection of multiple books could be created in one bound volume. The earliest complete text of the New Testament is the Codex Sinaiticus, written in the fourth century A.D.
Introduction to the New Testament	Translations of the Bible
Introduction to the New Testament	Once the 27 books of the New Testament were canonized, they were translated and organized into the Bibles we use today. Following is an overview of a few of the major translations of the Bible throughout history. As this overview makes clear, many of the people responsible for bringing the Bible to the four corners of the earth “sacrificed, even to the point of death, to bring the word of God out of obscurity” (D. Todd Christofferson, “The Blessing of Scripture,” Ensign or Liahona, May 2010, 32).
Introduction to the New Testament	The Vulgate: Jerome’s Latin Translation. (In Latin, vulgate means “common.”) When the need arose to take the scriptures into Latin-speaking areas, such as northern Africa, Latin translations were made of the Greek Septuagint (Old Testament) and the New Testament. However, because these translations were not closely controlled, church leaders soon became concerned about the many corruptions and variances in the separate texts. To address this problem, Pope Damasus in A.D. 383 commissioned his secretary, Jerome, a very able scholar in Greek and Latin, to produce a new suitable Latin translation. In the preface to his Vulgate translation of the New Testament, Jerome wrote a letter to Pope Damasus, describing the problem with creating a new translation: “For if we are to pin our faith to the Latin texts, it is for our opponents to tell us which; for there are almost as many forms of texts as there are copies. If, on the other hand, we are to glean the truth from a comparison of many, why not go back to the original Greek and correct the mistakes introduced by inaccurate translators, and the blundering alterations of confident but ignorant critics, and, further, all that has been inserted or changed by copyists more asleep than awake?” Jerome’s words describe the same problem Joseph Smith dealt with as he created the Joseph Smith Translation of the Bible.
Introduction to the New Testament	Jerome’s Latin Bible, known as the Vulgate, eventually supplanted all other translations and became the Bible of the western world for close to a thousand years. The Vulgate was given official sanction at the Council of Trent (1545–63). It has been said that the Vulgate was the pillar that preserved Europe’s spiritual and intellectual heritage against attacking waves of northern barbarism.
Introduction to the New Testament	The Luther Bible: Martin Luther’s German translation. The history of the Bible’s translation into German began in A.D. 348. To escape religious persecution by a Gothic chief, a Catholic priest named Wulfila (sometimes known as Ulfilas) fled with his followers from Germany to what is now northern Bulgaria. There, Wulfila translated the Bible from Greek into the Gothic dialect. This version established much of the Germanic Christian vocabulary that is still in use today. In the late 15th and early 16th centuries, a number of German translations of the Bible were produced, but the German translation that had the greatest influence was the one produced by Martin Luther. Luther was a German priest and theologian, whose break from the Catholic church helped to fuel the Protestant Reformation. He disagreed with many church practices that he felt did not accord with the teachings of scripture, and he came to regard the Bible rather than the church as the reliable source of authority for Christians.
Introduction to the New Testament	After publicly announcing his disagreements with the church in 1517, Martin Luther began to work on translating the Bible into German. He completed work on the New Testament in 1522 and published his translation of the entire Bible in 1534. This translation into the vernacular of German-speaking peoples was one of the most important acts of the Reformation. It not only gave the German people access to the Bible, but it influenced German culture, standardized German religious and literary language, and helped create national unity. Its influence on the German language is comparable to the influence the King James Bible had on the English language. The Luther Bible was also one of the factors leading to the production of the King James Bible. A 2017 revision of the Luther Bible is widely used today.
Introduction to the New Testament	It is of interest to know that the Prophet Joseph Smith possessed a copy of the New Testament in several languages, including Martin Luther’s translation of the Bible into the German language. He compared the various translations of some New Testament passages and felt that Luther’s translation was very good (see History of the Church, 6:307).
Introduction to the New Testament	John Wycliffe’s English translation. A century and a half before Martin Luther, the work of translating the Bible into English was pioneered by John Wycliffe. One of the most prominent scholars of his day, Wycliffe loved the scriptures and was troubled by the ignorance of scripture that he observed among many clergymen and lay persons alike. Like Luther, he grew disillusioned with the church and concluded that the only accurate guide the people still had was the Bible; thus he embarked on the arduous task of taking “God’s law” to his countrymen in the English language they understood. Working from Jerome’s Latin translation, Wycliffe and his associates completed an English translation of the New Testament in 1380 and portions of the Old Testament in 1382. Approximately 30 years after his death, he was denounced as a heretic. Later, in 1432, by order of Pope Martin V, his bones were dug up and burned and the ashes scattered. His followers, the Lollards, were persecuted long after his death.
Introduction to the New Testament	William Tyndale’s English translation. Despite Wycliffe’s pioneering efforts, English speakers did not have widespread access to the Bible until after the time of William Tyndale, who has been called “the father of the English Bible.” Elder D. Todd Christofferson of the Quorum of the Twelve Apostles described the contributions made by Tyndale:
Introduction to the New Testament	“Tyndale, born in England about the time Columbus sailed to the new world, was educated at Oxford and Cambridge and then became a member of the Catholic clergy. He was fluent in eight languages, including Greek, Hebrew, and Latin. Tyndale was a devoted student of the Bible, and the pervasive ignorance of the scriptures that he observed in both priests and lay people troubled him deeply. In a heated exchange with a cleric who argued against putting scripture in the hands of the common man, Tyndale vowed, ‘If God spare my life, ere many years I will cause a boy that driveth the plough, shall know more of the Scripture than thou dost!’
Introduction to the New Testament	“He sought the approval of church authorities to prepare a translation of the Bible in English so that all could read and apply the word of God. It was denied—the prevailing view being that direct access to the scriptures by any but the clergy threatened the authority of the church and was tantamount to casting ‘pearls before swine’ (Matthew 7:6).
Introduction to the New Testament	“Tyndale nevertheless undertook the challenging work of translation. In 1524 he traveled to Germany, under an assumed name, where he lived much of the time in hiding, under constant threat of arrest. With the help of committed friends, Tyndale was able to publish English translations of the New Testament and later the Old Testament. The Bibles were smuggled into England, where they were in great demand and much prized by those who could get them. They were shared widely but in secret. The authorities burned all the copies they could find.”
Introduction to the New Testament	In 1535 Tyndale was arrested for heresy and treason, and for nearly a year and a half he was imprisoned in a castle dungeon near Brussels, Belgium. The dungeon was dark, cold, and solitary. On October 6, 1536, he was taken outside the castle wall and fastened to a post. Elder Christofferson continued:
Introduction to the New Testament	“He had time to utter aloud his final prayer, ‘Lord! open the king of England’s eyes,’ and then he was strangled. Immediately, his body was burned at the stake. …
Introduction to the New Testament	“ … Within three years of Tyndale’s death, God did indeed open King Henry VIII’s eyes, and with publication of what was called the ‘Great Bible,’ the scriptures in English began to be publicly available. Tyndale’s work became the foundation for almost all future English translations of the Bible, most notably the King James Version” (“The Blessing of Scripture,” Ensign or Liahona, May 2010, 32).
Introduction to the New Testament	Tyndale’s was the first English translation of the Bible to draw directly from both Hebrew and Greek texts and the first English translation to take advantage of the recently invented Gutenberg printing press, which allowed for wide distribution.
Introduction to the New Testament	King James Version. From 1604 through 1611, a team of approximately 50 translators commissioned by King James I of England (1566–1625) worked on a new English translation of the Bible, which became known as the King James Version, sometimes called the Authorized Version. The translators used Tyndale’s text and consulted other helpful resources, including other translations of the Bible in English, Spanish, French, German, and Italian; numerous scholarly works; and manuscripts of Bible texts in Hebrew, Aramaic, and Greek. The resulting translation had a tremendous influence on the English language, similar to the impact of the Luther Bible on German. It was the King James Version of the Bible that was studied and used by the Prophet Joseph Smith. Its vocabulary and style of language can be seen throughout the Book of Mormon and the Doctrine and Covenants (see D&C 1:24). The King James Version is of lasting value in the restored Church of Jesus Christ of Latter-day Saints.
Introduction to the New Testament	In August of 1992, the First Presidency of the Church—Ezra Taft Benson, Gordon B. Hinckley, and Thomas S. Monson—released a statement on the King James Version of the Bible. Part of the statement reads: “While other Bible versions may be easier to read than the King James Version, in doctrinal matters latter-day revelation supports the King James Version in preference to other English translations. All of the Presidents of the Church, beginning with the Prophet Joseph Smith, have supported the King James Version by encouraging its continued use in the Church. In light of all the above, it is the English language Bible used by The Church of Jesus Christ of Latter-day Saints” (“First Presidency Statement on the King James Version of the Bible,” Ensign, Aug. 1992, 80).
Introduction to the New Testament	Reina-Valera Spanish translation. As early as 1490, a translation was made of the four Gospels from the Latin Vulgate into Spanish. In 1543 Francisco de Enzinas, a Protestant, translated a complete New Testament and was imprisoned for what were considered perverse readings. In 1569 Casiodoro de Reina produced and published a translation of the entire Bible in Spanish. Reina had been a monk, but he left the Catholic church after hearing the message of the reformers. Like many other reformers and Bible translators, he faced persecution and threats on his life—King Philip of Spain put a price on Reina’s head in 1564—and he spent much of his life in exile. One of Reina’s colleagues, Cipriano de Valera, worked for 20 years to revise and improve Reina’s translation, and in 1602 at the age of 70, he published what has become known as the Reina-Valera translation. This version has become the classic translation of the Bible in Spanish. It has been as central to the understanding of the scriptures in Spanish as the King James Version has been in English. Over the centuries, numerous revisions have been made to the Reina-Valera version. Reina and Valera are remembered with honor as “two men in whose hearts existed the noble purpose of giving to Spain the Bible in their mother tongue” (Eduardo Balderas, “How the Scriptures Came to Be Translated into Spanish,” Ensign, Sept. 1972, 27).
Introduction to the New Testament	In 2009, under the direction of the First Presidency and the Quorum of the Twelve Apostles, The Church of Jesus Christ of Latter-day Saints produced an LDS edition of the Reina-Valera version, with updated language, new chapter headings, footnotes, cross-references to all the standard works of the Church, maps, and other study aids (see “Church Publishes LDS Edition of the Holy Bible in Spanish,” Ensign, Sept. 2009, 77–78).
Introduction to the New Testament	Miraculous Nature of the Bible
Introduction to the New Testament	The miraculous nature of the Bible was described by President M. Russell Ballard of the Quorum of the Twelve Apostles:
Introduction to the New Testament	“It is a miracle that the Bible’s 4,000 years of sacred and secular history were recorded and preserved by the prophets, apostles, and inspired churchmen.
Introduction to the New Testament	“It is a miracle that we have the Bible’s powerful doctrine, principles, poetry, and stories. But most of all, it is a wonderful miracle that we have the account of the life, ministry, and words of Jesus, which was protected through the Dark Ages and through the conflicts of countless generations so that we may have it today.
Introduction to the New Testament	“It is a miracle that the Bible literally contains within its pages the converting, healing Spirit of Christ, which has turned men’s hearts for centuries, leading them to pray, to choose right paths, and to search to find their Savior.
Introduction to the New Testament	“The Holy Bible is well named. It is holy because it teaches truth, holy because it warms us with its spirit, holy because it teaches us to know God and understand His dealings with men, and holy because it testifies throughout its pages of the Lord Jesus Christ” (“The Miracle of the Holy Bible,” Ensign or Liahona, May 2007, 80).
Introduction to the New Testament	The Church of Jesus Christ of Latter-day Saints and the Bible
Introduction to the New Testament	The Bible plays a central role in The Church of Jesus Christ of Latter-day Saints. President M. Russell Ballard spoke of the importance of the Bible and encouraged us not to neglect it in our personal study:
Introduction to the New Testament	The Bible “is one of the pillars of our faith, a powerful witness of the Savior and of Christ’s ongoing influence in the lives of those who worship and follow Him. The more we read and study the Bible and its teachings, the more clearly we see the doctrinal underpinnings of the restored gospel of Jesus Christ. We tend to love the scriptures that we spend time with. We may need to balance our study in order to love and understand all scripture.
Introduction to the New Testament	“You young people especially, do not discount or devalue the Holy Bible. It is the sacred, holy record of the Lord’s life. … It is the bedrock of all Christianity. …
Introduction to the New Testament	“I am puzzled by any who would question this Church’s belief in the Bible and our position as Christians. The name of the Church is The Church of Jesus Christ of Latter-day Saints. In our last general conference, here in this building, our Church leaders quoted from the Bible nearly 200 times. This Church is organized and functions like the Church that Christ and His Apostles established in the New Testament. …
Introduction to the New Testament	“I bear solemn witness that we are true and full believers in the Lord Jesus Christ and in His revealed word through the Holy Bible. We not only believe the Bible—we strive to follow its precepts and to teach its message” (“The Miracle of the Holy Bible,” 82).
Introduction to the New Testament	Joseph Smith Translation of the Bible
Introduction to the New Testament	The Bible Dictionary explains that the Joseph Smith Translation (JST) is “a revision or translation of the King James Version of the Bible begun by the Prophet Joseph Smith in June 1830. He was divinely commissioned to make the translation and regarded it as ‘a branch of his calling’ as a prophet. Although the major portion of the work was completed by July 1833, he continued to make modifications while preparing a manuscript for the press until his death in 1844. …
Introduction to the New Testament	“The translation process was a learning experience for the Prophet, and several sections of the Doctrine and Covenants (and also other revelations that are not published in the Doctrine and Covenants) were received in direct consequence of the work (D&C 76–77; 91). Also, specific instruction pertaining to the translation is given in D&C 37:1; 45:60–61; 76:15–18; 90:13; 94:10; 104:58; 124:89. The book of Moses and the 24th chapter of Matthew (JS—M), contained in the Pearl of Great Price, are actual excerpts from the JST. … The JST to some extent assists in restoring the plain and precious things that have been lost from the Bible (see 1 Ne. 13–14)” (Bible Dictionary, “Joseph Smith Translation”).
Introduction to the New Testament	President Dallin H. Oaks of the First Presidency has stated that the Joseph Smith Translation of the Bible “is a member of the royal family of scripture. … It should be noticed and honored on any occasion when it is present” (“Scripture Reading,” in Plain and Precious Truths Restored, ed. Robert L. Millet and Robert J. Matthews [1995], 13).
Introduction to the New Testament	In the LDS edition of the King James Version of the Bible, short excerpts from the Joseph Smith Translation can be found in the footnotes, while longer revisions are included in the Bible appendix.
Matthew 1–4	Introduction to the Gospel According to St. Matthew
Matthew 1–4	Why study Matthew?
Matthew 1–4	Some of the most beloved passages of the Bible are found in Matthew—the Beatitudes, the Sermon on the Mount, and many of the parables, teachings, and miracles of Jesus. The Prophet Joseph Smith often quoted from Matthew in his sermons.
Matthew 1–4	Who wrote Matthew?
Matthew 1–4	The earliest Christian writers to mention this Gospel all agreed that its author was Matthew, who was one of the Savior’s Twelve Apostles and an eyewitness to many of the events he described. This is supported by the title given to his Gospel in the Joseph Smith Translation: “The Testimony of St. Matthew.” Before his conversion and call to the apostleship, Matthew was a publican, or tax collector, known as Levi, the son of Alphaeus (see Matthew 9:9; Mark 2:14; Luke 5:27–32).
Matthew 1–4	When and where was Matthew written?
Matthew 1–4	Some evidence suggests that Matthew used Mark’s Gospel as a source. Matthew may have placed confidence in Mark’s account because Mark had relied heavily on Peter’s eyewitness accounts of the Master’s life. Matthew edited, corrected, reorganized, and added significantly to the material he obtained from Mark; he may also have drawn upon other oral and written sources. Most scholars date the writing of the book of Matthew to A.D. 70–90.
Matthew 1–4	To whom was Matthew written and why?
Matthew 1–4	Matthew appears to have written to a Jewish audience (to both Jews who may have accepted Jesus as the Messiah and those who did not) to show that Jesus Christ was the fulfillment of Old Testament messianic prophecy. Matthew frequently referred to Old Testament prophecies and used the phrase “that it might be fulfilled.” In his Gospel, Matthew employed the term “Son of David” 12 times as testimony that Jesus Christ was the rightful heir to King David’s throne and the fulfillment of messianic expectations.
Matthew 1–4	Matthew’s genealogy of Jesus Christ traces His lineage through David, Judah, and Abraham (see Matthew 1:1–3), demonstrating Jesus’s right to rule and His role as the fulfillment of God’s promises to Israel. Matthew’s inclusion of significant events and teachings involving Gentiles also seems to have had the purpose of encouraging his readers to accept the work being done among the Gentiles at the time he wrote (see Matthew 8:5–13; 15:21–38; 28:19–20).
Matthew 1–4	What are some distinctive features of Matthew?
Matthew 1–4	Though a large amount of Matthew’s material is also found in Mark and Luke, about 42 percent of Matthew’s Gospel is unique. A major theme in Matthew is that Jesus Christ came to establish His kingdom. Matthew mentioned “the kingdom of heaven” numerous times, and he is the only Gospel author to include teachings of Jesus mentioning the “church” (see Matthew 16:18; 18:17). As part of his focus on the Savior’s establishment of His kingdom, Matthew emphasized Jesus Christ’s authority in the following ways:
Matthew 1–4	Jesus was born through a recognized line of authority (see Matthew 1:1–17).
Matthew 1–4	He announced that the kingdom of heaven was at hand (see Matthew 4:17).
Matthew 1–4	He delivered the Sermon on the Mount, describing the characteristics of exalted beings and the laws that govern His kingdom (see Matthew 5–7).
Matthew 1–4	He organized His Church—the kingdom of God on earth—with the Twelve Apostles as authorized servants, whom He empowered with priesthood authority (see Matthew 10; 16:18–19).
Matthew 1–4	Through parables, He foretold the establishment of His kingdom, followed by a period of apostasy and a restoration of the kingdom in the last days (see Matthew 13). During His ministry, He invited all people to be a part of His kingdom on earth.
